timestamp,occupied,button_pressed,tamper_detected,battery_voltage,temperature_celsius,humidity_percent,time_since_last_event_min,event_count,estado
2025-06-12 23:05:37+00:00,False,False,True,2.4,26,45,0,719,real
2025-06-12 23:06:03+00:00,False,False,True,2.4,26,46,0,722,real
2025-06-12 23:06:03+00:00,False,False,True,2.4,46,26,0,722,infectado
2025-06-12 23:08:07+00:00,False,False,True,2.4,26,46,0,727,real
2025-06-12 23:09:50+00:00,False,False,False,2.4,26,46,0,740,real
2025-06-12 23:10:16+00:00,False,False,True,2.4,26,46,0,743,real
2025-06-12 23:24:04+00:00,False,False,True,2.4,26,46,0,745,real
2025-06-13 00:09:50+00:00,False,False,False,2.4,26,47,46,745,real
2025-06-13 01:09:50+00:00,False,False,False,2.4,26,48,24,791,real
2025-06-13 01:49:06+00:00,False,False,True,2.5,26,48,0,796,real
2025-06-13 01:49:06+00:00,False,False,True,2.5,48,26,0,796,infectado
2025-06-13 01:50:23+00:00,False,False,True,2.4,,,0,801,infectado
2025-06-13 01:50:23+00:00,False,False,True,2.4,26,56,0,801,real
2025-06-13 01:50:37+00:00,False,False,True,2.4,27,55,0,802,real
2025-06-13 01:50:46+00:00,False,False,True,2.4,27,53,0,804,real
2025-06-13 01:52:00+00:00,False,False,True,2.4,27,49,0,805,real
2025-06-13 01:52:25+00:00,False,False,True,2.4,27,48,1,808,real
2025-06-13 01:53:46+00:00,False,False,True,2.4,27,48,1,810,real
2025-06-13 01:58:12+00:00,False,False,True,2.4,26,47,0,812,real
2025-06-13 01:58:12+00:00,False,False,True,2.4,,,0,812,infectado
2025-06-13 02:09:50+00:00,False,False,False,2.4,25,48,11,814,real
2025-06-13 03:09:50+00:00,False,False,False,2.5,24,49,71,814,real
2025-06-13 04:09:50+00:00,False,False,False,2.5,24,49,131,814,real
2025-06-13 05:09:50+00:00,False,False,False,2.5,24,49,191,814,real
2025-06-13 06:09:50+00:00,False,False,False,2.5,24,49,8,815,real
2025-06-13 10:09:50+00:00,False,False,False,2.4,26,43,0,945,real
2025-06-13 10:10:55+00:00,False,False,True,2.4,26,43,0,953,real
2025-06-13 10:11:40+00:00,False,False,True,2.4,26,44,0,958,real
2025-06-13 10:11:40+00:00,False,False,True,2.4,44,26,0,958,infectado
2025-06-13 10:13:31+00:00,False,False,True,2.4,26,44,0,969,real
2025-06-13 10:16:34+00:00,False,False,True,2.4,27,44,0,974,real
2025-06-13 10:18:26+00:00,False,False,True,2.4,28,42,0,976,real
2025-06-13 10:21:28+00:00,False,False,True,2.4,27,42,0,979,real
2025-06-13 10:21:40+00:00,False,False,True,2.4,27,45,0,980,real
2025-06-13 10:24:17+00:00,False,False,True,2.4,26,44,0,982,real
2025-06-13 10:24:31+00:00,False,False,True,2.4,26,45,0,984,real
2025-06-13 10:24:31+00:00,False,False,True,2.4,999,-20,0,984,infectado
2025-06-13 10:25:15+00:00,False,False,True,2.4,26,44,0,989,real
2025-06-13 10:29:07+00:00,False,False,True,2.4,28,42,0,1007,real
2025-06-13 10:29:23+00:00,False,False,True,2.4,28,42,1,1009,real
2025-06-13 10:33:14+00:00,False,False,True,2.4,27,41,0,1012,real
2025-06-13 10:33:29+00:00,False,False,True,2.4,27,41,0,1014,real
2025-06-13 10:33:29+00:00,False,False,True,2.4,999,-20,0,1014,infectado
2025-06-13 10:36:38+00:00,False,False,True,2.4,26,43,0,1016,real
2025-06-13 10:47:13+00:00,False,False,True,2.4,25,45,0,1020,real
2025-06-13 10:53:22+00:00,False,False,True,2.4,28,42,1,1036,real
2025-06-13 10:53:36+00:00,False,False,True,2.4,28,41,0,1038,real
2025-06-13 10:56:41+00:00,False,False,True,2.4,27,42,0,1044,real
2025-06-13 11:05:03+00:00,False,False,True,2.4,25,41,0,1048,real
2025-06-13 11:08:56+00:00,False,False,True,2.4,25,43,0,1051,real
2025-06-13 11:09:50+00:00,False,False,False,2.4,25,43,1,1052,real
2025-06-13 11:21:56+00:00,False,False,True,2.5,25,44,0,1053,real
2025-06-13 11:22:08+00:00,False,False,True,2.4,24,44,0,1054,real
2025-06-13 11:38:14+00:00,False,False,True,2.4,24,45,0,1057,real
2025-06-13 11:43:10+00:00,False,False,True,2.4,24,44,0,1061,real
2025-06-13 11:47:33+00:00,False,False,True,2.4,24,44,0,1064,real
2025-06-13 12:04:44+00:00,False,False,True,2.4,25,43,0,1073,real
2025-06-13 12:09:50+00:00,False,False,False,2.4,26,43,5,1074,real
2025-06-13 12:25:29+00:00,False,False,True,2.5,26,41,0,1075,real
2025-06-13 12:31:10+00:00,False,False,True,2.4,26,41,0,1079,real
2025-06-13 12:32:44+00:00,False,False,True,2.4,26,40,0,1089,real
2025-06-13 12:33:21+00:00,False,False,True,2.4,26,39,0,1092,real
2025-06-13 12:33:38+00:00,False,False,True,2.4,26,40,0,1094,real
2025-06-13 12:34:33+00:00,False,False,True,2.4,27,39,0,1101,real
2025-06-13 12:46:47+00:00,False,False,True,2.4,27,40,0,1130,real
2025-06-13 13:05:34+00:00,False,False,True,2.4,26,41,0,1132,real
2025-06-13 13:05:41+00:00,False,False,True,2.4,26,41,0,1132,real
2025-06-13 13:07:41+00:00,False,False,True,2.4,26,41,0,1135,real
2025-06-13 13:09:50+00:00,False,False,False,2.4,26,41,2,1135,real
2025-06-13 13:18:50+00:00,False,False,True,2.5,26,41,0,1136,real
2025-06-13 13:22:36+00:00,False,False,True,2.4,26,42,0,1158,real
2025-06-13 13:31:36+00:00,False,False,True,2.4,25,46,0,1172,real
2025-06-13 13:37:08+00:00,False,False,True,2.4,25,45,0,1180,real
