timestamp,occupied,button_pressed,tamper_detected,battery_voltage,temperature_celsius,humidity_percent,time_since_last_event_min,event_count,estado
2025-06-14T07:06:44Z,False,False,True,2.5,22,57,0,1890,real
2025-06-14T07:09:51Z,False,False,False,2.4,23,57,2,1895,real
2025-06-14T08:09:51Z,False,False,False,2.5,23,55,62,1895,real
2025-06-14T09:09:51Z,False,False,False,2.5,24,53,122,1895,real
2025-06-14T09:11:14Z,False,False,True,2.5,24,53,0,1897,real
2025-06-14T09:18:02Z,False,False,True,2.4,28,49,0,1910,real
2025-06-14T09:20:07Z,False,False,True,2.4,31,47,0,1924,real
2025-06-14T09:29:40Z,False,False,True,2.4,23,55,0,1972,real
2025-06-14T09:29:53Z,False,False,True,2.4,23,56,0,1974,real
2025-06-14T09:41:08Z,False,False,True,2.4,23,55,0,1979,real
2025-06-14T09:41:22Z,False,False,True,2.4,24,56,0,1981,real
2025-06-14T09:44:21Z,False,False,True,2.4,26,52,0,1983,real
2025-06-14T09:46:33Z,False,False,True,2.4,26,51,0,1994,real
2025-06-14T09:47:33Z,False,False,True,2.4,26,52,0,1998,real
2025-06-14T09:47:55Z,False,False,True,2.4,26,52,0,2001,real
2025-06-14T09:48:41Z,False,False,True,2.4,26,51,0,2003,real
2025-06-14T09:52:58Z,False,False,True,2.4,25,52,0,2008,real
2025-06-14T09:59:24Z,False,False,True,2.4,23,56,1,2046,real
2025-06-14T10:09:02Z,False,False,True,2.4,23,56,0,2068,real
2025-06-14T10:09:51Z,False,False,False,2.4,23,56,1,2070,real
2025-06-14T10:16:44Z,False,False,True,2.5,23,56,0,2071,real
2025-06-14T10:24:28Z,False,False,True,2.4,30,47,0,2104,real
2025-06-14T10:24:37Z,False,False,True,2.4,30,46,0,2105,real
2025-06-14T10:24:44Z,False,False,True,2.4,30,47,0,2106,real
2025-06-14T10:28:51Z,False,False,True,2.4,26,49,0,2125,real
2025-06-14T10:38:01Z,False,False,True,2.4,25,52,0,2131,real
2025-06-14T10:45:25Z,False,False,True,2.4,24,53,0,2134,real
2025-06-14T10:45:31Z,False,False,True,2.4,24,53,0,2135,real
2025-06-14T10:48:26Z,False,False,True,2.4,27,50,0,2147,real
2025-06-14T10:48:34Z,False,False,True,2.4,28,50,0,2148,real
2025-06-14T10:53:44Z,False,False,True,2.4,27,52,0,2155,real
2025-06-14T10:53:50Z,False,False,True,2.4,27,52,0,2156,real
2025-06-14T11:00:07Z,False,False,True,2.4,26,51,0,2165,real
2025-06-14T11:02:56Z,False,False,True,2.4,27,57,0,2186,real
2025-06-14T11:09:51Z,False,False,False,2.4,26,51,0,2200,real
2025-06-14T11:10:01Z,False,False,True,2.4,26,51,0,2201,real
2025-06-14T11:19:48Z,False,False,True,2.4,25,53,0,2205,real
2025-06-14T11:25:43Z,False,False,True,2.4,24,54,0,2210,real
2025-06-14T11:25:57Z,False,False,True,2.4,24,56,0,2212,real
2025-06-14T11:30:55Z,False,False,True,2.4,28,50,0,2237,real
2025-06-14T11:35:31Z,False,False,True,2.4,25,52,0,2254,real
2025-06-14T11:35:38Z,False,False,True,2.4,25,52,0,2255,real
2025-06-14T11:35:54Z,False,False,True,2.4,25,53,0,2256,real
2025-06-14T11:45:10Z,False,False,True,2.4,25,68,0,2315,real
2025-06-14T11:51:41Z,False,False,True,2.4,25,56,0,2333,real
2025-06-14T11:57:51Z,False,False,True,2.4,24,56,0,2338,real
2025-06-14T11:58:05Z,False,False,True,2.4,24,58,0,2340,real
2025-06-14T12:03:00Z,False,False,True,2.4,25,55,0,2341,real
2025-06-14T12:09:51Z,False,False,False,2.4,23,56,1,2354,real
2025-06-14T12:36:30Z,False,False,True,2.5,22,59,0,2376,real
2025-06-14T13:09:51Z,False,False,False,2.4,24,56,21,2394,real
2025-06-14T13:31:52Z,False,False,True,2.4,25,56,0,2402,real
2025-06-14T13:44:53Z,False,False,True,2.4,25,55,0,2404,real
2025-06-14T13:52:53Z,False,False,True,2.4,25,55,0,2405,real
2025-06-14T14:01:43Z,False,False,True,2.4,25,55,0,2406,real
2025-06-14T14:09:51Z,False,False,False,2.4,25,55,8,2406,real
2025-06-14T14:17:12Z,False,False,True,2.4,24,56,0,2407,real
2025-06-14T14:32:17Z,False,False,True,2.4,24,56,0,2408,real
2025-06-14T14:38:30Z,False,False,True,2.4,24,57,0,2409,real
2025-06-14T15:09:51Z,False,False,False,2.4,24,58,28,2411,real
2025-06-14T16:09:51Z,False,False,False,2.4,24,58,88,2411,real
2025-06-14T17:09:51Z,False,False,False,2.5,24,58,148,2411,real
2025-06-14T18:09:51Z,False,False,False,2.5,23,58,208,2411,real
2025-06-14T19:09:07Z,False,False,True,2.5,22,58,0,2412,real
2025-06-14T19:09:51Z,False,False,False,2.4,22,58,0,2416,real
2025-06-14T19:43:29Z,False,False,True,2.4,22,58,0,2422,real
