timestamp,occupied,button_pressed,tamper_detected,battery_voltage,temperature_celsius,humidity_percent,time_since_last_event_min,event_count,estado
2025-06-18T13:59:47Z,False,False,True,2.4,26,62,0,4165,real
2025-06-18T14:03:46Z,False,False,True,2.4,26,51,0,4168,real
2025-06-18T14:03:53Z,False,False,True,2.4,26,52,0,4169,real
2025-06-18T14:09:53Z,False,False,False,2.4,27,49,5,4170,real
2025-06-18T14:55:33Z,False,False,True,2.4,28,47,0,4171,real
2025-06-18T15:09:53Z,False,False,False,2.4,27,48,11,4180,real
2025-06-18T15:24:39Z,False,False,True,2.4,27,48,0,4191,real
2025-06-18T16:09:53Z,False,False,False,2.4,31,40,42,4197,real
2025-06-18T17:09:53Z,False,False,False,2.4,31,40,102,4197,real
2025-06-18T17:22:36Z,False,False,True,2.4,30,41,0,4201,real
2025-06-18T18:09:53Z,False,False,False,2.4,28,46,0,4288,real
2025-06-19T10:15:04Z,False,False,True,2.4,27,50,0,5605,real
2025-06-19T11:09:53Z,False,False,False,2.4,27,49,0,5694,real
2025-06-19T11:10:55Z,False,False,True,2.4,27,49,0,5695,real
2025-06-19T12:09:53Z,False,False,False,2.4,27,48,31,5696,real
2025-06-19T13:09:53Z,False,False,False,2.4,27,45,91,5696,real
2025-06-23T19:18:38Z,False,False,True,2.4,28,39,0,10063,real
2025-06-23T20:09:55Z,False,False,False,2.4,28,51,12,10078,real
2025-06-23T21:09:55Z,False,False,False,2.4,28,56,19,10101,real
2025-06-26T03:57:58Z,False,False,True,2.4,26,47,0,10828,real
2025-06-26T03:58:51Z,False,False,True,2.4,26,47,0,10829,real
2025-06-26T09:18:07Z,False,False,True,2.4,24,51,0,10889,real
2025-06-26T09:19:26Z,False,False,True,2.4,24,51,0,10891,real
2025-06-26T09:22:03Z,False,False,True,2.4,24,51,0,10896,real
2025-06-26T09:23:25Z,False,False,True,2.4,24,50,0,10898,real
2025-06-26T09:36:21Z,False,False,True,2.4,24,51,0,10914,real
2025-06-26T09:49:29Z,False,False,True,2.4,24,50,0,10920,real
2025-06-26T09:52:59Z,False,False,True,2.4,24,50,0,10921,real
2025-06-26T09:55:01Z,False,False,True,2.4,24,50,0,10922,real
2025-06-26T10:09:56Z,False,False,False,2.4,24,51,6,10924,real
2025-06-26T12:09:56Z,False,False,False,2.4,25,48,35,10930,real
2025-06-26T13:09:56Z,False,False,False,2.4,25,48,29,10932,real
2025-06-26T17:09:56Z,False,False,False,2.4,26,48,55,10933,real
2025-06-26T18:09:56Z,False,False,False,2.4,25,49,12,10949,real
2025-06-26T18:47:09Z,False,False,True,2.4,24,52,0,10961,real
2025-06-26T18:59:18Z,False,False,True,2.4,24,53,0,10972,real
2025-06-26T19:32:13Z,False,False,True,2.4,24,54,0,10992,real
2025-06-26T20:09:56Z,False,False,False,2.4,24,55,3,10997,real
2025-06-26T21:09:56Z,False,False,False,2.4,23,58,17,11004,real
2025-06-26T22:09:56Z,False,False,False,2.4,22,60,6,11013,real
2025-06-27T00:09:57Z,False,False,False,2.4,24,56,0,11045,real
2025-06-27T00:10:05Z,False,False,True,2.4,24,56,0,11046,real
2025-06-27T00:16:58Z,False,False,True,2.4,24,56,0,11047,real
2025-06-27T01:09:57Z,False,False,False,2.4,25,56,1,11058,real
2025-06-27T02:09:57Z,False,False,False,2.4,25,56,2,11071,real
2025-06-27T03:09:57Z,False,False,False,2.4,25,55,3,11081,real
2025-06-27T04:09:57Z,False,False,False,2.4,24,52,7,11088,real
2025-06-30T23:16:20Z,False,False,True,2.4,27,42,0,14966,real
2025-07-01T00:10:03Z,False,False,False,2.4,27,45,45,14999,real
2025-07-01T00:21:27Z,False,False,True,2.4,26,45,0,15000,real
2025-07-01T00:22:34Z,False,False,True,2.4,26,45,0,15004,real
2025-07-01T00:25:44Z,False,False,True,2.4,27,45,0,15017,real
2025-07-01T00:27:21Z,False,False,True,2.4,27,45,0,15020,real
2025-07-01T00:28:43Z,False,False,True,2.4,27,45,0,15028,real
2025-07-01T00:38:00Z,False,False,True,2.4,26,45,0,15082,real
2025-07-01T00:54:14Z,False,False,True,2.4,26,46,1,15140,real
2025-07-01T01:10:03Z,False,False,False,2.4,26,47,16,15140,real
2025-07-01T02:10:03Z,False,False,False,2.4,26,47,0,15183,real
2025-07-01T03:10:03Z,False,False,False,2.4,25,47,0,15539,real
2025-07-01T18:36:39Z,False,False,True,2.4,29,38,0,16565,real
2025-07-01T19:10:03Z,False,False,False,2.4,28,38,33,16565,real
2025-07-04T05:19:25Z,False,False,True,2.4,25,55,0,16755,real
