timestamp,occupied,button_pressed,tamper_detected,battery_voltage,temperature_celsius,humidity_percent,time_since_last_event_min,event_count,estado
2025-06-12T23:05:37Z,False,False,True,2.4,26,45,0,719,real
2025-06-12T23:06:03Z,False,False,True,2.4,26,46,0,722,real
2025-06-12T23:08:07Z,False,False,True,2.4,26,46,0,727,real
2025-06-12T23:09:50Z,False,False,False,2.4,26,46,0,740,real
2025-06-12T23:10:16Z,False,False,True,2.4,26,46,0,743,real
2025-06-12T23:24:04Z,False,False,True,2.4,26,46,0,745,real
2025-06-13T00:09:50Z,False,False,False,2.4,26,47,46,745,real
2025-06-13T01:49:06Z,False,False,True,2.5,26,48,0,796,real
2025-06-13T01:50:23Z,False,False,True,2.4,26,56,0,801,real
2025-06-13T01:50:37Z,False,False,True,2.4,27,55,0,802,real
2025-06-13T01:50:46Z,False,False,True,2.4,27,53,0,804,real
2025-06-13T01:52:00Z,False,False,True,2.4,27,49,0,805,real
2025-06-13T01:52:25Z,False,False,True,2.4,27,48,1,808,real
2025-06-13T01:53:46Z,False,False,True,2.4,27,48,1,810,real
2025-06-13T01:58:12Z,False,False,True,2.4,26,47,0,812,real
2025-06-13T02:09:50Z,False,False,False,2.4,25,48,11,814,real
2025-06-13T03:09:50Z,False,False,False,2.5,24,49,71,814,real
2025-06-13T04:09:50Z,False,False,False,2.5,24,49,131,814,real
2025-06-13T05:09:50Z,False,False,False,2.5,24,49,191,814,real
2025-06-13T10:09:50Z,False,False,False,2.4,26,43,0,945,real
2025-06-13T10:10:55Z,False,False,True,2.4,26,43,0,953,real
2025-06-13T10:11:40Z,False,False,True,2.4,26,44,0,958,real
2025-06-13T10:13:31Z,False,False,True,2.4,26,44,0,969,real
2025-06-13T10:16:34Z,False,False,True,2.4,27,44,0,974,real
2025-06-13T10:18:26Z,False,False,True,2.4,28,42,0,976,real
2025-06-13T10:21:28Z,False,False,True,2.4,27,42,0,979,real
2025-06-13T10:21:40Z,False,False,True,2.4,27,45,0,980,real
2025-06-13T10:24:17Z,False,False,True,2.4,26,44,0,982,real
2025-06-13T10:24:31Z,False,False,True,2.4,26,45,0,984,real
2025-06-13T10:25:15Z,False,False,True,2.4,26,44,0,989,real
2025-06-13T10:29:07Z,False,False,True,2.4,28,42,0,1007,real
2025-06-13T10:29:23Z,False,False,True,2.4,28,42,1,1009,real
2025-06-13T10:33:14Z,False,False,True,2.4,27,41,0,1012,real
2025-06-13T10:33:29Z,False,False,True,2.4,27,41,0,1014,real
2025-06-13T10:36:38Z,False,False,True,2.4,26,43,0,1016,real
2025-06-13T10:47:13Z,False,False,True,2.4,25,45,0,1020,real
2025-06-13T10:53:22Z,False,False,True,2.4,28,42,1,1036,real
2025-06-13T10:53:36Z,False,False,True,2.4,28,41,0,1038,real
2025-06-13T10:56:41Z,False,False,True,2.4,27,42,0,1044,real
2025-06-13T11:05:03Z,False,False,True,2.4,25,41,0,1048,real
2025-06-13T11:08:56Z,False,False,True,2.4,25,43,0,1051,real
2025-06-13T11:09:50Z,False,False,False,2.4,25,43,1,1052,real
2025-06-13T11:21:56Z,False,False,True,2.5,25,44,0,1053,real
2025-06-13T11:22:08Z,False,False,True,2.4,24,44,0,1054,real
2025-06-13T11:38:14Z,False,False,True,2.4,24,45,0,1057,real
2025-06-13T11:43:10Z,False,False,True,2.4,24,44,0,1061,real
2025-06-13T11:47:33Z,False,False,True,2.4,24,44,0,1064,real
2025-06-13T12:04:44Z,False,False,True,2.4,25,43,0,1073,real
2025-06-13T12:09:50Z,False,False,False,2.4,26,43,5,1074,real
2025-06-13T12:25:29Z,False,False,True,2.5,26,41,0,1075,real
2025-06-13T12:31:10Z,False,False,True,2.4,26,41,0,1079,real
2025-06-13T12:32:44Z,False,False,True,2.4,26,40,0,1089,real
2025-06-13T12:33:21Z,False,False,True,2.4,26,39,0,1092,real
2025-06-13T12:33:38Z,False,False,True,2.4,26,40,0,1094,real
2025-06-13T12:34:33Z,False,False,True,2.4,27,39,0,1101,real
2025-06-13T12:46:47Z,False,False,True,2.4,27,40,0,1130,real
2025-06-13T13:05:34Z,False,False,True,2.4,26,41,0,1132,real
2025-06-13T13:05:41Z,False,False,True,2.4,26,41,0,1132,real
2025-06-13T13:07:41Z,False,False,True,2.4,26,41,0,1135,real
2025-06-13T13:09:50Z,False,False,False,2.4,26,41,2,1135,real
2025-06-13T13:18:50Z,False,False,True,2.5,26,41,0,1136,real
2025-06-13T13:22:36Z,False,False,True,2.4,26,42,0,1158,real
2025-06-13T13:31:36Z,False,False,True,2.4,25,46,0,1172,real
2025-06-13T13:37:08Z,False,False,True,2.4,25,45,0,1180,real
2025-06-13T13:40:34Z,False,False,True,2.4,25,46,0,1203,real
2025-06-13T13:42:26Z,False,False,True,2.4,25,46,1,1212,real
2025-06-13T13:50:33Z,False,False,True,2.4,25,45,0,1217,real
2025-06-13T13:53:37Z,False,False,True,2.4,25,52,0,1240,real
2025-06-13T13:56:09Z,False,False,True,2.4,25,59,0,1259,real
2025-06-13T14:07:47Z,False,False,True,2.4,26,43,0,1268,real
